idindikator;mes;god;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040103IND02;01;2018;70904;Paraćin;56217;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70912;Petrovac na Mlavi;53096;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70939;Pirot;69539;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70947;Požarevac;71363;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70955;Požega;58536;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70963;Preševo;54221;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70971;Priboj;59155;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70980;Prijepolje;53919;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;70998;Prokuplje;58475;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71005;Ražanj;50260;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71013;Rača;55387;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71021;Raška;56923;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71030;Rekovac;56162;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71048;Jagodina;56868;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71056;Svilajnac;55268;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71064;Svrljig;45260;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71072;Sjenica;58720;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71099;Smederevo;69668;RSD;RSD;SORS;Average gross earnings;A;Normal value
