idindikator;mes;god;IDKD08;nkd08;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040402IND02;00;2019;49;Land transport and transport via pipelines;RS;REPUBLIC OF SERBIA;56330;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;49;Land transport and transport via pipelines;RS;REPUBLIC OF SERBIA;60690;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;49;Land transport and transport via pipelines;RS;REPUBLIC OF SERBIA;64700;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;49;Land transport and transport via pipelines;RS;REPUBLIC OF SERBIA;72140;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;49;Land transport and transport via pipelines;RS;REPUBLIC OF SERBIA;82835;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;49;Land transport and transport via pipelines;RS;REPUBLIC OF SERBIA;96136;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;49;Land transport and transport via pipelines;RS;REPUBLIC OF SERBIA;109449;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;50;Water transport;RS;REPUBLIC OF SERBIA;178005;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;50;Water transport;RS;REPUBLIC OF SERBIA;152155;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;50;Water transport;RS;REPUBLIC OF SERBIA;130671;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;50;Water transport;RS;REPUBLIC OF SERBIA;107689;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;50;Water transport;RS;REPUBLIC OF SERBIA;89313;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;50;Water transport;RS;REPUBLIC OF SERBIA;79647;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;50;Water transport;RS;REPUBLIC OF SERBIA;72640;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;50;Water transport;RS;REPUBLIC OF SERBIA;66042;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;51;Air transport;RS;REPUBLIC OF SERBIA;176151;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;51;Air transport;RS;REPUBLIC OF SERBIA;231808;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;51;Air transport;RS;REPUBLIC OF SERBIA;206111;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;51;Air transport;RS;REPUBLIC OF SERBIA;205688;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;51;Air transport;RS;REPUBLIC OF SERBIA;236825;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;51;Air transport;RS;REPUBLIC OF SERBIA;259784;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;51;Air transport;RS;REPUBLIC OF SERBIA;279963;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;51;Air transport;RS;REPUBLIC OF SERBIA;322963;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;52;Warehousing and support activities for transportation;RS;REPUBLIC OF SERBIA;164167;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;52;Warehousing and support activities for transportation;RS;REPUBLIC OF SERBIA;148566;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;52;Warehousing and support activities for transportation;RS;REPUBLIC OF SERBIA;130475;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;52;Warehousing and support activities for transportation;RS;REPUBLIC OF SERBIA;112429;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;52;Warehousing and support activities for transportation;RS;REPUBLIC OF SERBIA;97717;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;52;Warehousing and support activities for transportation;RS;REPUBLIC OF SERBIA;92187;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;52;Warehousing and support activities for transportation;RS;REPUBLIC OF SERBIA;88919;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;52;Warehousing and support activities for transportation;RS;REPUBLIC OF SERBIA;80959;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;53;Postal and courier activities;RS;REPUBLIC OF SERBIA;58724;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;53;Postal and courier activities;RS;REPUBLIC OF SERBIA;63874;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;53;Postal and courier activities;RS;REPUBLIC OF SERBIA;71188;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;53;Postal and courier activities;RS;REPUBLIC OF SERBIA;73119;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;53;Postal and courier activities;RS;REPUBLIC OF SERBIA;81516;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;53;Postal and courier activities;RS;REPUBLIC OF SERBIA;92552;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;53;Postal and courier activities;RS;REPUBLIC OF SERBIA;108890;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;53;Postal and courier activities;RS;REPUBLIC OF SERBIA;119724;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;55;Accommodation;RS;REPUBLIC OF SERBIA;116202;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;55;Accommodation;RS;REPUBLIC OF SERBIA;104094;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;55;Accommodation;RS;REPUBLIC OF SERBIA;90277;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;55;Accommodation;RS;REPUBLIC OF SERBIA;79168;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;55;Accommodation;RS;REPUBLIC OF SERBIA;68160;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;55;Accommodation;RS;REPUBLIC OF SERBIA;61580;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;55;Accommodation;RS;REPUBLIC OF SERBIA;61331;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;55;Accommodation;RS;REPUBLIC OF SERBIA;55766;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;56;Food and beverage service activities;RS;REPUBLIC OF SERBIA;40386;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;56;Food and beverage service activities;RS;REPUBLIC OF SERBIA;43284;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;56;Food and beverage service activities;RS;REPUBLIC OF SERBIA;47934;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;56;Food and beverage service activities;RS;REPUBLIC OF SERBIA;50883;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;56;Food and beverage service activities;RS;REPUBLIC OF SERBIA;58601;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;56;Food and beverage service activities;RS;REPUBLIC OF SERBIA;65276;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;56;Food and beverage service activities;RS;REPUBLIC OF SERBIA;76431;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;56;Food and beverage service activities;RS;REPUBLIC OF SERBIA;87387;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;58;Publishing activities;RS;REPUBLIC OF SERBIA;169205;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;58;Publishing activities;RS;REPUBLIC OF SERBIA;149735;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;58;Publishing activities;RS;REPUBLIC OF SERBIA;133146;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;58;Publishing activities;RS;REPUBLIC OF SERBIA;119512;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;58;Publishing activities;RS;REPUBLIC OF SERBIA;104645;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;58;Publishing activities;RS;REPUBLIC OF SERBIA;91614;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;58;Publishing activities;RS;REPUBLIC OF SERBIA;85171;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;58;Publishing activities;RS;REPUBLIC OF SERBIA;76536;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;59;Motion picture, video and television programme production, sound recording and music publishing activities;RS;REPUBLIC OF SERBIA;63981;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;59;Motion picture, video and television programme production, sound recording and music publishing activities;RS;REPUBLIC OF SERBIA;101316;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;59;Motion picture, video and television programme production, sound recording and music publishing activities;RS;REPUBLIC OF SERBIA;109884;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;59;Motion picture, video and television programme production, sound recording and music publishing activities;RS;REPUBLIC OF SERBIA;137736;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;59;Motion picture, video and television programme production, sound recording and music publishing activities;RS;REPUBLIC OF SERBIA;162751;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;59;Motion picture, video and television programme production, sound recording and music publishing activities;RS;REPUBLIC OF SERBIA;169788;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;59;Motion picture, video and television programme production, sound recording and music publishing activities;RS;REPUBLIC OF SERBIA;177606;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;59;Motion picture, video and television programme production, sound recording and music publishing activities;RS;REPUBLIC OF SERBIA;197000;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;60;Programming and broadcasting activities;RS;REPUBLIC OF SERBIA;171571;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;60;Programming and broadcasting activities;RS;REPUBLIC OF SERBIA;152569;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;60;Programming and broadcasting activities;RS;REPUBLIC OF SERBIA;133493;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;60;Programming and broadcasting activities;RS;REPUBLIC OF SERBIA;121822;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;60;Programming and broadcasting activities;RS;REPUBLIC OF SERBIA;107197;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;60;Programming and broadcasting activities;RS;REPUBLIC OF SERBIA;95312;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;60;Programming and broadcasting activities;RS;REPUBLIC OF SERBIA;81126;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;60;Programming and broadcasting activities;RS;REPUBLIC OF SERBIA;71471;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;61;Telecommunications;RS;REPUBLIC OF SERBIA;108562;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;61;Telecommunications;RS;REPUBLIC OF SERBIA;120087;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;61;Telecommunications;RS;REPUBLIC OF SERBIA;127154;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;61;Telecommunications;RS;REPUBLIC OF SERBIA;136485;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;61;Telecommunications;RS;REPUBLIC OF SERBIA;158715;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;61;Telecommunications;RS;REPUBLIC OF SERBIA;183196;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;61;Telecommunications;RS;REPUBLIC OF SERBIA;208273;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;61;Telecommunications;RS;REPUBLIC OF SERBIA;235097;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;62;Computer programming, consultancy and related activities;RS;REPUBLIC OF SERBIA;407582;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;62;Computer programming, consultancy and related activities;RS;REPUBLIC OF SERBIA;390475;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;62;Computer programming, consultancy and related activities;RS;REPUBLIC OF SERBIA;358941;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;62;Computer programming, consultancy and related activities;RS;REPUBLIC OF SERBIA;335483;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;62;Computer programming, consultancy and related activities;RS;REPUBLIC OF SERBIA;258655;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;62;Computer programming, consultancy and related activities;RS;REPUBLIC OF SERBIA;215996;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;62;Computer programming, consultancy and related activities;RS;REPUBLIC OF SERBIA;173823;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;62;Computer programming, consultancy and related activities;RS;REPUBLIC OF SERBIA;151387;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;63;Information service activities;RS;REPUBLIC OF SERBIA;96242;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;63;Information service activities;RS;REPUBLIC OF SERBIA;105462;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;63;Information service activities;RS;REPUBLIC OF SERBIA;114710;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;63;Information service activities;RS;REPUBLIC OF SERBIA;123030;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;63;Information service activities;RS;REPUBLIC OF SERBIA;140410;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;63;Information service activities;RS;REPUBLIC OF SERBIA;154454;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;63;Information service activities;RS;REPUBLIC OF SERBIA;175776;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;63;Information service activities;RS;REPUBLIC OF SERBIA;194569;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;64;Financial service activities, except insurance and pension funding;RS;REPUBLIC OF SERBIA;250846;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;64;Financial service activities, except insurance and pension funding;RS;REPUBLIC OF SERBIA;224556;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;64;Financial service activities, except insurance and pension funding;RS;REPUBLIC OF SERBIA;199470;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;64;Financial service activities, except insurance and pension funding;RS;REPUBLIC OF SERBIA;179128;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;64;Financial service activities, except insurance and pension funding;RS;REPUBLIC OF SERBIA;167062;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;64;Financial service activities, except insurance and pension funding;RS;REPUBLIC OF SERBIA;155349;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;64;Financial service activities, except insurance and pension funding;RS;REPUBLIC OF SERBIA;149767;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;64;Financial service activities, except insurance and pension funding;RS;REPUBLIC OF SERBIA;141136;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;65;Insurance, reinsurance and pension funding, except compulsory social security;RS;REPUBLIC OF SERBIA;117130;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;65;Insurance, reinsurance and pension funding, except compulsory social security;RS;REPUBLIC OF SERBIA;124275;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;65;Insurance, reinsurance and pension funding, except compulsory social security;RS;REPUBLIC OF SERBIA;132506;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;65;Insurance, reinsurance and pension funding, except compulsory social security;RS;REPUBLIC OF SERBIA;139350;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;65;Insurance, reinsurance and pension funding, except compulsory social security;RS;REPUBLIC OF SERBIA;147928;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;65;Insurance, reinsurance and pension funding, except compulsory social security;RS;REPUBLIC OF SERBIA;162822;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;65;Insurance, reinsurance and pension funding, except compulsory social security;RS;REPUBLIC OF SERBIA;183963;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;65;Insurance, reinsurance and pension funding, except compulsory social security;RS;REPUBLIC OF SERBIA;206052;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;66;Activities auxiliary to financial services and insurance activities;RS;REPUBLIC OF SERBIA;126236;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;66;Activities auxiliary to financial services and insurance activities;RS;REPUBLIC OF SERBIA;110422;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;66;Activities auxiliary to financial services and insurance activities;RS;REPUBLIC OF SERBIA;95009;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;66;Activities auxiliary to financial services and insurance activities;RS;REPUBLIC OF SERBIA;85228;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;66;Activities auxiliary to financial services and insurance activities;RS;REPUBLIC OF SERBIA;74927;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;66;Activities auxiliary to financial services and insurance activities;RS;REPUBLIC OF SERBIA;69407;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;66;Activities auxiliary to financial services and insurance activities;RS;REPUBLIC OF SERBIA;68173;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;66;Activities auxiliary to financial services and insurance activities;RS;REPUBLIC OF SERBIA;56181;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;68;Real estate activities;RS;REPUBLIC OF SERBIA;69411;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;68;Real estate activities;RS;REPUBLIC OF SERBIA;75466;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;68;Real estate activities;RS;REPUBLIC OF SERBIA;80534;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;68;Real estate activities;RS;REPUBLIC OF SERBIA;86768;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;68;Real estate activities;RS;REPUBLIC OF SERBIA;96640;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;68;Real estate activities;RS;REPUBLIC OF SERBIA;110833;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;68;Real estate activities;RS;REPUBLIC OF SERBIA;125336;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;68;Real estate activities;RS;REPUBLIC OF SERBIA;140797;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;69;Legal and accounting activities;RS;REPUBLIC OF SERBIA;151146;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;69;Legal and accounting activities;RS;REPUBLIC OF SERBIA;135239;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;69;Legal and accounting activities;RS;REPUBLIC OF SERBIA;119776;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;69;Legal and accounting activities;RS;REPUBLIC OF SERBIA;104773;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;69;Legal and accounting activities;RS;REPUBLIC OF SERBIA;86642;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;69;Legal and accounting activities;RS;REPUBLIC OF SERBIA;77666;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;69;Legal and accounting activities;RS;REPUBLIC OF SERBIA;69416;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;69;Legal and accounting activities;RS;REPUBLIC OF SERBIA;60721;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;70;"Activities of head offices; management consultancy activities";RS;REPUBLIC OF SERBIA;97119;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;70;"Activities of head offices; management consultancy activities";RS;REPUBLIC OF SERBIA;115183;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;70;"Activities of head offices; management consultancy activities";RS;REPUBLIC OF SERBIA;133161;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;70;"Activities of head offices; management consultancy activities";RS;REPUBLIC OF SERBIA;152105;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;70;"Activities of head offices; management consultancy activities";RS;REPUBLIC OF SERBIA;180822;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;70;"Activities of head offices; management consultancy activities";RS;REPUBLIC OF SERBIA;209224;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;70;"Activities of head offices; management consultancy activities";RS;REPUBLIC OF SERBIA;228937;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;70;"Activities of head offices; management consultancy activities";RS;REPUBLIC OF SERBIA;244247;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;71;"Architectural and engineering activities; technical testing and analysis";RS;REPUBLIC OF SERBIA;165890;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;71;"Architectural and engineering activities; technical testing and analysis";RS;REPUBLIC OF SERBIA;142216;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;71;"Architectural and engineering activities; technical testing and analysis";RS;REPUBLIC OF SERBIA;127844;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;71;"Architectural and engineering activities; technical testing and analysis";RS;REPUBLIC OF SERBIA;113558;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;71;"Architectural and engineering activities; technical testing and analysis";RS;REPUBLIC OF SERBIA;100551;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;71;"Architectural and engineering activities; technical testing and analysis";RS;REPUBLIC OF SERBIA;91733;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;71;"Architectural and engineering activities; technical testing and analysis";RS;REPUBLIC OF SERBIA;86604;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;71;"Architectural and engineering activities; technical testing and analysis";RS;REPUBLIC OF SERBIA;77278;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;72;Scientific research and development;RS;REPUBLIC OF SERBIA;126031;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;72;Scientific research and development;RS;REPUBLIC OF SERBIA;144464;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;72;Scientific research and development;RS;REPUBLIC OF SERBIA;165903;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;72;Scientific research and development;RS;REPUBLIC OF SERBIA;188421;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;72;Scientific research and development;RS;REPUBLIC OF SERBIA;217575;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;72;Scientific research and development;RS;REPUBLIC OF SERBIA;248901;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;72;Scientific research and development;RS;REPUBLIC OF SERBIA;275292;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;72;Scientific research and development;RS;REPUBLIC OF SERBIA;296327;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;73;Advertising and market research;RS;REPUBLIC OF SERBIA;181485;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;73;Advertising and market research;RS;REPUBLIC OF SERBIA;166038;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;73;Advertising and market research;RS;REPUBLIC OF SERBIA;150695;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;73;Advertising and market research;RS;REPUBLIC OF SERBIA;135984;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;73;Advertising and market research;RS;REPUBLIC OF SERBIA;121742;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;73;Advertising and market research;RS;REPUBLIC OF SERBIA;107659;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;73;Advertising and market research;RS;REPUBLIC OF SERBIA;103119;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;73;Advertising and market research;RS;REPUBLIC OF SERBIA;99138;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2018;74;Other professional, scientific and technical activities;RS;REPUBLIC OF SERBIA;50283;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2019;74;Other professional, scientific and technical activities;RS;REPUBLIC OF SERBIA;52229;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2020;74;Other professional, scientific and technical activities;RS;REPUBLIC OF SERBIA;72284;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2021;74;Other professional, scientific and technical activities;RS;REPUBLIC OF SERBIA;86584;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2022;74;Other professional, scientific and technical activities;RS;REPUBLIC OF SERBIA;109045;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2023;74;Other professional, scientific and technical activities;RS;REPUBLIC OF SERBIA;118415;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;74;Other professional, scientific and technical activities;RS;REPUBLIC OF SERBIA;128298;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;74;Other professional, scientific and technical activities;RS;REPUBLIC OF SERBIA;143381;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2025;75;Veterinary activities;RS;REPUBLIC OF SERBIA;108197;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040402IND02;00;2024;75;Veterinary activities;RS;REPUBLIC OF SERBIA;95674;RSD;RSD;SORS;Average gross earnings;A;Normal value
