municipality_code,municipality_name,earnings_type,macro_region_name,statistical_region_name,administrative_district_name,local_unit_type,city_group_name,from_year,from_quarter,to_year,to_quarter,from_value_rsd,to_value_rsd,change_pct,abs_change_pct
71072,Sjenica,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2024,Q3,2024,Q4,75298.0,77911.33,3.47,3.47
71285,Niška Banja,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2024,Q4,2025,Q1,80618.67,83418.67,3.47,3.47
71315,Crveni Krst,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2023,Q1,2023,Q2,94273.33,97546.67,3.47,3.47
71358,Vranjska Banja,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,2019,Q4,2020,Q1,58642.0,56605.33,-3.47,3.47
80039,Alibunar,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2025,Q1,2025,Q2,86118.67,89106.33,3.47,3.47
80110,Bečej,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2024,Q4,2025,Q1,84652.0,87586.67,3.47,3.47
80241,Mali Iđoš,gross,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,2021,Q3,2021,Q4,69003.0,71394.67,3.47,3.47
80241,Mali Iđoš,net,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,2020,Q3,2020,Q4,46041.0,47640.0,3.47,3.47
80365,Senta,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2020,Q4,2021,Q1,56942.67,58917.67,3.47,3.47
80489,Čoka,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2025,Q3,2025,Q4,86667.0,89675.67,3.47,3.47
70289,Bogatić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2019,Q4,2020,Q1,44249.0,45779.33,3.46,3.46
70602,Knjaževac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2025,Q1,2025,Q2,78924.67,81652.33,3.46,3.46
70904,Paraćin,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2018,Q3,2018,Q4,54779.0,56676.33,3.46,3.46
70980,Prijepolje,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2020,Q4,2021,Q1,64825.67,67068.0,3.46,3.46
71153,Topola,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2024,Q1,2024,Q2,102361.0,105907.0,3.46,3.46
71340,Kostolac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,city_municipality,Grad Požarevac,2019,Q1,2019,Q2,91831.0,95009.0,3.46,3.46
80225,Kovin,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2024,Q3,2024,Q4,113796.33,117731.0,3.46,3.46
80446,Temerin,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2019,Q3,2019,Q4,64722.0,66958.33,3.46,3.46
70122,Grocka,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q3,2018,Q4,59384.0,61432.67,3.45,3.45
70238,Sopot,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q4,2022,Q1,57496.67,59478.67,3.45,3.45
70289,Bogatić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2019,Q4,2020,Q1,61099.67,63208.67,3.45,3.45
70343,Brus,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2024,Q1,2024,Q2,98489.67,101885.33,3.45,3.45
70424,Vlasotince,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2021,Q3,2021,Q4,45138.33,46696.33,3.45,3.45
70629,Kosjerić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2019,Q3,2019,Q4,63952.33,66158.0,3.45,3.45
70823,Merošina,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2020,Q2,2020,Q3,58231.67,60241.67,3.45,3.45
71170,Trstenik,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2019,Q4,2020,Q1,61199.33,63307.67,3.45,3.45
80209,Kikinda,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2019,Q1,2019,Q2,67752.33,70091.67,3.45,3.45
80420,Stara Pazova,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2022,Q1,2022,Q2,64323.67,66542.33,3.45,3.45
70602,Knjaževac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2020,Q4,2021,Q1,63340.67,65518.67,3.44,3.44
70807,Malo Crniće,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2022,Q4,2023,Q1,58796.0,60816.33,3.44,3.44
71013,Rača,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2022,Q3,2022,Q4,58962.0,60990.33,3.44,3.44
71102,Smederevska Palanka,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2020,Q3,2020,Q4,68623.0,70980.67,3.44,3.44
71129,Sokobanja,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2019,Q1,2019,Q2,63777.67,61583.67,-3.44,3.44
71153,Topola,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2019,Q4,2020,Q1,44525.67,46057.33,3.44,3.44
71323,Palilula (Niš),net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2018,Q3,2018,Q4,42691.67,44158.67,3.44,3.44
79065,Grad Užice,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city,Grad Užice,2022,Q4,2023,Q1,103094.0,106636.67,3.44,3.44
80373,Sečanj,net,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,2021,Q3,2021,Q4,52681.67,54496.0,3.44,3.44
70483,Gornji Milanovac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2024,Q2,2024,Q3,121425.33,117260.67,-3.43,3.43
70483,Gornji Milanovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2024,Q2,2024,Q3,87685.67,84681.0,-3.43,3.43
70629,Kosjerić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2019,Q3,2019,Q4,46199.33,47785.67,3.43,3.43
70661,Krupanj,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2020,Q4,2021,Q1,44965.0,46509.33,3.43,3.43
70785,Majdanpek,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2020,Q4,2021,Q1,90463.0,93570.33,3.43,3.43
70785,Majdanpek,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2018,Q1,2018,Q2,47034.67,48648.0,3.43,3.43
70823,Merošina,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2024,Q3,2024,Q4,70528.0,72948.67,3.43,3.43
70831,Mionica,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2022,Q4,2023,Q1,83193.0,86044.33,3.43,3.43
70840,Negotin,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2021,Q3,2021,Q4,55333.0,57232.33,3.43,3.43
71005,Ražanj,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2021,Q4,2022,Q1,48617.0,50285.67,3.43,3.43
71188,Tutin,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2022,Q3,2022,Q4,54806.0,56687.33,3.43,3.43
71218,Ub,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2025,Q3,2025,Q4,130148.33,134614.33,3.43,3.43
71331,Medijana,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2021,Q4,2022,Q1,76517.0,79138.0,3.43,3.43
80071,Bačka Topola,gross,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,2023,Q1,2023,Q2,92758.33,95943.0,3.43,3.43
80179,Inđija,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2024,Q4,2025,Q1,135119.33,139750.0,3.43,3.43
80322,Pećinci,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2021,Q1,2021,Q2,55566.67,57472.67,3.43,3.43
80357,Ruma,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2022,Q1,2022,Q2,62567.0,64711.67,3.43,3.43
80438,Subotica,net,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,2023,Q4,2024,Q1,81626.33,84427.67,3.43,3.43
80462,Vrbas,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2018,Q3,2018,Q4,58613.33,60623.33,3.43,3.43
70190,Obrenovac,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q1,2018,Q2,49660.67,51356.67,3.42,3.42
70246,Stari grad,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2024,Q1,2024,Q2,231858.0,239786.0,3.42,3.42
70343,Brus,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2023,Q4,2024,Q1,95233.0,98489.67,3.42,3.42
70629,Kosjerić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2020,Q4,2021,Q1,72808.67,75301.0,3.42,3.42
70629,Kosjerić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2022,Q1,2022,Q2,60750.67,62825.33,3.42,3.42
70670,Kruševac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2024,Q1,2024,Q2,84107.0,86984.33,3.42,3.42
70696,Kučevo,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2024,Q3,2024,Q4,77529.0,80178.33,3.42,3.42
70831,Mionica,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2024,Q4,2025,Q1,108992.0,112721.33,3.42,3.42
70955,Požega,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2020,Q3,2020,Q4,50278.0,51997.0,3.42,3.42
70971,Priboj,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2021,Q3,2021,Q4,73108.67,75606.33,3.42,3.42
70971,Priboj,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2019,Q3,2019,Q4,44226.0,45740.33,3.42,3.42
71056,Svilajnac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2019,Q3,2019,Q4,59694.67,61739.0,3.42,3.42
71099,Smederevo,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2021,Q2,2021,Q3,87615.0,84616.33,-3.42,3.42
71196,Ćićevac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2022,Q1,2022,Q2,74872.0,77434.0,3.42,3.42
71218,Ub,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2023,Q1,2023,Q2,95322.0,98579.0,3.42,3.42
71218,Ub,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2024,Q2,2024,Q3,113016.0,116883.67,3.42,3.42
80241,Mali Iđoš,gross,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,2020,Q3,2020,Q4,63532.33,65706.33,3.42,3.42
80241,Mali Iđoš,net,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,2021,Q3,2021,Q4,50129.33,51844.0,3.42,3.42
80462,Vrbas,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2018,Q3,2018,Q4,42441.33,43891.0,3.42,3.42
70220,Savski venac,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2023,Q1,2023,Q2,134009.67,138575.33,3.41,3.41
71064,Svrljig,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2022,Q3,2022,Q4,71823.67,74271.0,3.41,3.41
71064,Svrljig,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2023,Q3,2023,Q4,58585.67,60584.67,3.41,3.41
71323,Palilula (Niš),gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2018,Q3,2018,Q4,58889.33,60899.67,3.41,3.41
80071,Bačka Topola,net,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,2023,Q1,2023,Q2,67105.33,69393.0,3.41,3.41
80187,Irig,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2020,Q4,2021,Q1,49126.0,50800.33,3.41,3.41
80314,Pančevo,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2025,Q3,2025,Q4,152392.33,157588.33,3.41,3.41
80403,Sremska Mitrovica,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2019,Q4,2020,Q1,52436.0,54225.67,3.41,3.41
80403,Sremska Mitrovica,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2023,Q4,2024,Q1,82452.0,85260.67,3.41,3.41
70122,Grocka,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q3,2018,Q4,42993.33,44454.33,3.4,3.4
70246,Stari grad,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2024,Q2,2024,Q3,177273.0,171245.0,-3.4,3.4
70688,Kuršumlija,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2023,Q1,2023,Q2,87279.0,90247.0,3.4,3.4
70696,Kučevo,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2020,Q3,2020,Q4,46125.33,47692.33,3.4,3.4
70904,Paraćin,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2018,Q3,2018,Q4,39744.0,41094.33,3.4,3.4
71153,Topola,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2024,Q1,2024,Q2,74040.0,76554.0,3.4,3.4
71200,Ćuprija,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2022,Q3,2022,Q4,82399.0,85199.67,3.4,3.4
71218,Ub,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2018,Q1,2018,Q2,62725.33,64857.33,3.4,3.4
71293,Surčin,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2023,Q1,2023,Q2,103039.0,106544.0,3.4,3.4
80209,Kikinda,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2018,Q4,2019,Q1,65527.33,67752.33,3.4,3.4
80322,Pećinci,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2023,Q4,2024,Q1,113713.67,117580.0,3.4,3.4
80438,Subotica,net,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,2021,Q1,2021,Q2,58033.33,60006.33,3.4,3.4
70149,Zvezdara,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2022,Q4,2023,Q1,144441.67,149340.67,3.39,3.39
70211,Rakovica,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2019,Q4,2020,Q1,64318.33,66496.0,3.39,3.39
70416,Vladičin Han,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2019,Q1,2019,Q2,43668.33,45147.33,3.39,3.39
70513,Doljevac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2022,Q3,2022,Q4,75253.33,77804.0,3.39,3.39
70629,Kosjerić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2022,Q1,2022,Q2,84215.67,87072.33,3.39,3.39
70637,Koceljeva,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2024,Q3,2024,Q4,102574.67,106053.0,3.39,3.39
70688,Kuršumlija,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2023,Q1,2023,Q2,63106.67,65243.0,3.39,3.39
70823,Merošina,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2020,Q4,2021,Q1,48905.33,47246.0,-3.39,3.39
70866,Nova Varoš,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2021,Q4,2022,Q1,54561.67,56409.33,3.39,3.39
71161,Trgovište,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2022,Q3,2022,Q4,78064.0,80711.0,3.39,3.39
71218,Ub,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2018,Q1,2018,Q2,45345.33,46880.33,3.39,3.39
71242,Čačak,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2018,Q3,2018,Q4,59172.67,61180.0,3.39,3.39
80047,Apatin,gross,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2024,Q3,2024,Q4,108074.33,111737.33,3.39,3.39
80055,Bač,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2018,Q3,2018,Q4,52092.33,53859.0,3.39,3.39
80217,Kovačica,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2019,Q3,2019,Q4,59114.0,61115.33,3.39,3.39
80233,Kula,net,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2022,Q1,2022,Q2,57783.33,59743.33,3.39,3.39
80489,Čoka,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2019,Q1,2019,Q2,43613.33,45092.0,3.39,3.39
70343,Brus,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2021,Q1,2021,Q2,48330.0,49965.67,3.38,3.38
70521,Žabari,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2019,Q3,2019,Q4,55181.0,57048.67,3.38,3.38
70629,Kosjerić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2021,Q1,2021,Q2,54341.67,56178.67,3.38,3.38
70785,Majdanpek,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2020,Q4,2021,Q1,65092.67,67295.33,3.38,3.38
71056,Svilajnac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2024,Q3,2024,Q4,101373.67,104795.33,3.38,3.38
71145,Užice,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city_municipality,Grad Užice,2020,Q4,2021,Q1,59115.0,61114.33,3.38,3.38
71340,Kostolac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,city_municipality,Grad Požarevac,2019,Q1,2019,Q2,65764.0,67985.67,3.38,3.38
80373,Sečanj,gross,SRBIJA – SEVER,Region Vojvodine,Srednjobanatska oblast,municipality,,2021,Q3,2021,Q4,72728.67,75189.33,3.38,3.38
70050,Babušnica,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2025,Q3,2025,Q4,85824.33,88712.67,3.37,3.37
70190,Obrenovac,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q1,2021,Q2,86342.67,89252.0,3.37,3.37
70190,Obrenovac,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2023,Q1,2023,Q2,77365.67,79972.67,3.37,3.37
70246,Stari grad,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2022,Q2,2022,Q3,121286.0,125373.67,3.37,3.37
70416,Vladičin Han,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2023,Q3,2023,Q4,66062.0,68291.0,3.37,3.37
71145,Užice,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city_municipality,Grad Užice,2022,Q4,2023,Q1,74561.67,77072.67,3.37,3.37
71242,Čačak,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2022,Q4,2023,Q1,93909.33,97078.0,3.37,3.37
79065,Grad Užice,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city,Grad Užice,2020,Q4,2021,Q1,58887.0,60874.33,3.37,3.37
80012,Ada,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2022,Q3,2022,Q4,61025.0,63081.33,3.37,3.37
80209,Kikinda,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2018,Q4,2019,Q1,47354.33,48948.0,3.37,3.37
70068,Bajina Bašta,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2019,Q4,2020,Q1,44641.33,46142.0,3.36,3.36
70084,Bela Palanka,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2023,Q1,2023,Q2,61091.67,63146.67,3.36,3.36
70513,Doljevac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2018,Q1,2018,Q2,36146.0,37359.67,3.36,3.36
70572,Kladovo,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2020,Q1,2020,Q2,53504.0,55302.33,3.36,3.36
70912,Petrovac na Mlavi,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2021,Q4,2022,Q1,52598.0,54365.0,3.36,3.36
70947,Požarevac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,city_municipality,Grad Požarevac,2022,Q3,2022,Q4,69726.33,72066.67,3.36,3.36
70955,Požega,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2020,Q3,2020,Q4,69619.0,71959.67,3.36,3.36
71099,Smederevo,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2021,Q2,2021,Q3,63286.0,61161.33,-3.36,3.36
71145,Užice,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city_municipality,Grad Užice,2020,Q4,2021,Q1,81980.33,84735.33,3.36,3.36
71200,Ćuprija,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2020,Q3,2020,Q4,48969.33,50614.0,3.36,3.36
80209,Kikinda,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2019,Q1,2019,Q2,48948.0,50595.0,3.36,3.36
80365,Senta,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2018,Q3,2018,Q4,62742.33,64849.0,3.36,3.36
80446,Temerin,gross,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2021,Q4,2022,Q1,81753.33,84498.33,3.36,3.36
70025,Aleksinac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2024,Q3,2024,Q4,76793.0,79363.33,3.35,3.35
70688,Kuršumlija,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2025,Q2,2025,Q3,87999.67,85051.33,-3.35,3.35
70815,Medveđa,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2025,Q1,2025,Q2,120775.67,124819.67,3.35,3.35
70840,Negotin,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2021,Q3,2021,Q4,76574.67,79138.0,3.35,3.35
71102,Smederevska Palanka,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2022,Q1,2022,Q2,80628.33,83328.67,3.35,3.35
71196,Ćićevac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2022,Q1,2022,Q2,54254.67,56071.0,3.35,3.35
71218,Ub,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Kolubarska oblast,municipality,,2023,Q1,2023,Q2,68876.0,71181.67,3.35,3.35
71242,Čačak,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2018,Q3,2018,Q4,42815.67,44249.67,3.35,3.35
71269,Šabac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2024,Q4,2025,Q1,123440.67,127572.67,3.35,3.35
71307,Pantelej,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2021,Q1,2021,Q2,78577.67,81206.33,3.35,3.35
79065,Grad Užice,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,city,Grad Užice,2020,Q4,2021,Q1,81666.0,84404.67,3.35,3.35
80349,Plandište,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2025,Q3,2025,Q4,91173.33,94231.33,3.35,3.35
70467,Gadžin Han,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2018,Q3,2018,Q4,46374.33,47923.67,3.34,3.34
70548,Žitorađa,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2021,Q3,2021,Q4,49859.0,51522.0,3.34,3.34
70645,Kragujevac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2019,Q1,2019,Q2,70314.0,72661.33,3.34,3.34
70696,Kučevo,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2024,Q3,2024,Q4,107570.67,111164.67,3.34,3.34
70823,Merošina,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2019,Q1,2019,Q2,39126.33,40432.33,3.34,3.34
71030,Rekovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2020,Q2,2020,Q3,45013.0,46516.67,3.34,3.34
71048,Jagodina,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2024,Q3,2024,Q4,78373.0,80988.67,3.34,3.34
